====================================================================================================
分析结果：不包含 'idea_EU4'（无s）的 spriteType
总 spriteType 数: 1161
其中包含 'idea_EU4'(精确) 被排除: 397
不包含 'idea_EU4'(精确) 的: 1161

----------------------------------------------------------------------------------------------------
【第一部分】使用 ideas_EU4 路径 (包含 's') 的 sprite: 1147 个
----------------------------------------------------------------------------------------------------
    行号 | Name                                          | TextureFile
  1324 | Market_Processions                            | gfx//interface//ideas_EU4//Market_Processions.dds
  1328 | The_Dragon_and_the_Skald                      | gfx//interface//ideas_EU4//The_Dragon_and_the_Skald.dds
  1332 | The_Barrow_Marshes                            | gfx//interface//ideas_EU4//The_Barrow_Marshes.dds
  1336 | Brasan_the_Emancipator                        | gfx//interface//ideas_EU4//Brasan_the_Emancipator.dds
  1340 | Silver_Shamanism                              | gfx//interface//ideas_EU4//Silver_Shamanism.dds
  1344 | The_Goblin_City_of_Cannor                     | gfx//interface//ideas_EU4//The_Goblin_City_of_Cannor.dds
  1348 | The_Promised_Land                             | gfx//interface//ideas_EU4//The_Promised_Land.dds
  1352 | Tiger_Seal                                    | gfx//interface//ideas_EU4//Tiger_Seal.dds
  1356 | salt                                          | gfx//interface//ideas_EU4//salt.dds
  1360 | Heartgrinder_Orcs                             | gfx//interface//ideas_EU4//Heartgrinder_Orcs.dds
  1364 | Four_Corners_Navy                             | gfx//interface//ideas_EU4//Four_Corners_Navy.dds
  1368 | The_Standard_Elven_Army                       | gfx//interface//ideas_EU4//The_Standard_Elven_Army.dds
  1372 | The_Bride_of_Lencenor                         | gfx//interface//ideas_EU4//The_Bride_of_Lencenor.dds
  1376 | The_Hero_Gate                                 | gfx//interface//ideas_EU4//The_Hero_Gate.dds
  1380 | The_Citadel_Delve                             | gfx//interface//ideas_EU4//The_Citadel_Delve.dds
  1384 | Icewind_Palace_of_Celmaldor                   | gfx//interface//ideas_EU4//Icewind_Palace_of_Celmaldor.dds
  1388 | Seinathil_Institution_of_Song                 | gfx//interface//ideas_EU4//Seinathil_Institution_of_Song.dds
  1392 | The_Black_dragon_of_bygone_days               | gfx//interface//ideas_EU4//The_Black_dragon_of_bygone_days.dds
  1396 | Mentors_of_Legends                            | gfx//interface//ideas_EU4//Mentors_of_Legends.dds
  1400 | The_Sons_of_the_Sea                           | gfx//interface//ideas_EU4//The_Sons_of_the_Sea.dds
  1404 | Grama_Clouded_Eye                             | gfx//interface//ideas_EU4//Grama_Clouded_Eye.dds
  1408 | Surael_Bastion                                | gfx//interface//ideas_EU4//Surael_Bastion.dds
  1412 | City_of_Exiles                                | gfx//interface//ideas_EU4//City_of_Exiles.dds
  1416 | city                                          | gfx//interface//ideas_EU4//city.dds
  1420 | dam                                           | gfx//interface//ideas_EU4//dam.dds
  1424 | Scraphammer_Wisdom                            | gfx//interface//ideas_EU4//Scraphammer_Wisdom.dds
  1428 | Shieldmasters_of_Banderuttai                  | gfx//interface//ideas_EU4//Shieldmasters_of_Banderuttai.dds
  1432 | Heartsong_of_Ary                              | gfx//interface//ideas_EU4//Heartsong_of_Ary.dds
  1436 | Second_Asra_Expedition                        | gfx//interface//ideas_EU4//Second_Asra_Expedition.dds
  1440 | The_Ruby_Company                              | gfx//interface//ideas_EU4//The_Ruby_Company.dds
  1444 | Bared_Fangs                                   | gfx//interface//ideas_EU4//Bared_Fangs.dds
  1448 | Windlords                                     | gfx//interface//ideas_EU4//Windlords.dds
  1452 | Coasts_of_Light                               | gfx//interface//ideas_EU4//Coasts_of_Light.dds
  1456 | Fiery_Pests                                   | gfx//interface//ideas_EU4//Fiery_Pests.dds
  1460 | Phantom_Chameleons                            | gfx//interface//ideas_EU4//Phantom_Chameleons.dds
  1464 | The_First_Ones                                | gfx//interface//ideas_EU4//The_First_Ones.dds
  1468 | School_of_Dagrin                              | gfx//interface//ideas_EU4//School_of_Dagrin.dds
  1472 | Vurodrmonir                                   | gfx//interface//ideas_EU4//Vurodrmonir.dds
  1476 | Unconventional_Artificers                     | gfx//interface//ideas_EU4//Unconventional_Artificers.dds
  1480 | A_People_Reforged                             | gfx//interface//ideas_EU4//A_People_Reforged.dds
  1484 | Silver_City_of_the_Ruinous_Sea                | gfx//interface//ideas_EU4//Silver_City_of_the_Ruinous_Sea.dds
  1488 | Seal_of_The_Golden_Expedition                 | gfx//interface//ideas_EU4//Seal_of_The_Golden_Expedition.dds
  1492 | The_Miner_Gate                                | gfx//interface//ideas_EU4//The_Miner_Gate.dds
  1496 | The_Welcoming_Gate                            | gfx//interface//ideas_EU4//The_Welcoming_Gate.dds
  1500 | Mastery_of_Sulphur_and_Lead                   | gfx//interface//ideas_EU4//Mastery_of_Sulphur_and_Lead.dds
  1504 | Anointed_by_the_Flood                         | gfx//interface//ideas_EU4//Anointed_by_the_Flood.dds
  1508 | cheese                                        | gfx//interface//ideas_EU4//cheese.dds
  1512 | verdant_link                                  | gfx//interface//ideas_EU4//verdant_link.dds
  1516 | eord_peitar_strongholdMP                      | gfx//interface//ideas_EU4//eord_peitar_strongholdMP.dds
  1520 | abundant_goods                                | gfx//interface//ideas_EU4//abundant_goods.dds
  1524 | abundant_goodsMAX                             | gfx//interface//ideas_EU4//abundant_goodsMAX.dds
  1528 | abundant_goodMIN                              | gfx//interface//ideas_EU4//abundant_goodMIN.dds
  1532 | Spore_Alchemy                                 | gfx//interface//ideas_EU4//Spore_Alchemy.dds
  1536 | Puffball_Artillery                            | gfx//interface//ideas_EU4//Puffball_Artillery.dds
  1540 | The_Colorful_Salt_Hills                       | gfx//interface//ideas_EU4//The_Colorful_Salt_Hills.dds
  1544 | The_Hidden_Treasure                           | gfx//interface//ideas_EU4//The_Hidden_Treasure.dds
  1548 | Bulwari_Entrepot                              | gfx//interface//ideas_EU4//Bulwari_Entrepot.dds
  1552 | Echoes_of_the_Wisp_King                       | gfx//interface//ideas_EU4//Echoes_of_the_Wisp_King.dds
  1556 | The_Green_River                               | gfx//interface//ideas_EU4//The_Green_River.dds
  1560 | Temple_guard                                  | gfx//interface//ideas_EU4//Temple_guard.dds
  1564 | ebonforge                                     | gfx//interface//ideas_EU4//ebonforge.dds
  1568 | Gnoll_Lands                                   | gfx//interface//ideas_EU4//Gnoll_Lands.dds
  1572 | opium                                         | gfx//interface//ideas_EU4//opium.dds
  1576 | The_Kerho_Tax                                 | gfx//interface//ideas_EU4//The_Kerho_Tax.dds
  1580 | The_Slaver_Road                               | gfx//interface//ideas_EU4//The_Slaver_Road.dds
  1584 | Xhurkult_Weaving                              | gfx//interface//ideas_EU4//Xhurkult_Weaving.dds
  1588 | Izer_Buuz                                     | gfx//interface//ideas_EU4//Izer_Buuz.dds
  1592 | Jix_the_Goldseeker                            | gfx//interface//ideas_EU4//Jix_the_Goldseeker.dds
  1596 | Foreign_Sun_on_the_Sands                      | gfx//interface//ideas_EU4//Foreign_Sun_on_the_Sands.dds
  1600 | Quartz_Cothon                                 | gfx//interface//ideas_EU4//Quartz_Cothon.dds
  1604 | Saffron_Scarves                               | gfx//interface//ideas_EU4//Saffron_Scarves.dds
  1608 | Lelivazha_Cactus_Tea                          | gfx//interface//ideas_EU4//Lelivazha_Cactus_Tea.dds
  1612 | The_Windtower                                 | gfx//interface//ideas_EU4//The_Windtower.dds
  1616 | Bricks_Grandmasters                           | gfx//interface//ideas_EU4//Bricks_Grandmasters.dds
  1620 | Camel_Husbandry                               | gfx//interface//ideas_EU4//Camel_Husbandry.dds
  1624 | The_Crimson_Stars                             | gfx//interface//ideas_EU4//The_Crimson_Stars.dds
  1628 | Heart_of_Lapislazuli                          | gfx//interface//ideas_EU4//Heart_of_Lapislazuli.dds
  1632 | The_City_in_the_Caves_with_Roofs_of_Lapis     | gfx//interface//ideas_EU4//The_City_in_the_Caves_with_Roofs_of_Lapis.dds
  1636 | Bounty_of_the_Gopatri                         | gfx//interface//ideas_EU4//Bounty_of_the_Gopatri.dds
  1640 | A_League_Forged_in_Tin                        | gfx//interface//ideas_EU4//A_League_Forged_in_Tin.dds
  1644 | Harpies_of_the_Sea                            | gfx//interface//ideas_EU4//Harpies_of_the_Sea.dds
  1648 | Mushrooms                                     | gfx//interface//ideas_EU4//Mushrooms.dds
  1652 | Nzeri_Craftworks                              | gfx//interface//ideas_EU4//Nzeri_Craftworks.dds
  1656 | Graveyard_of_Cogs                             | gfx//interface//ideas_EU4//Graveyard_of_Cogs.dds
  1660 | Naleni_Integration                            | gfx//interface//ideas_EU4//Naleni_Integration.dds
  1664 | The_beauty_of_stone_is_jade                   | gfx//interface//ideas_EU4//The_beauty_of_stone_is_jade.dds
  1668 | reform                                        | gfx//interface//ideas_EU4//reform.dds
  1672 | Banishment_or_Death                           | gfx//interface//ideas_EU4//Banishment_or_Death.dds
  1676 | The_Great_Lords                               | gfx//interface//ideas_EU4//The_Great_Lords.dds
  1680 | Bloodgorging_Berserkers                       | gfx//interface//ideas_EU4//Bloodgorging_Berserkers.dds
  1684 | Korgusson_and_Bloodgorgers                    | gfx//interface//ideas_EU4//Korgusson_and_Bloodgorgers.dds
  1688 | The_Eight_Kingdoms                            | gfx//interface//ideas_EU4//The_Eight_Kingdoms.dds
  1692 | Breadbasket_of_Taychend                       | gfx//interface//ideas_EU4//Breadbasket_of_Taychend.dds
  1696 | round_city                                    | gfx//interface//ideas_EU4//round_city.dds
  1700 | Nathalara                                     | gfx//interface//ideas_EU4//Nathalara.dds
  1704 | Crimson_Scions_Crimson_Banner                 | gfx//interface//ideas_EU4//Crimson_Scions_Crimson_Banner.dds
  1708 | Golden_Opportunities                          | gfx//interface//ideas_EU4//Golden_Opportunities.dds
  1712 | The_Cruel_Heart_of_the_North                  | gfx//interface//ideas_EU4//The_Cruel_Heart_of_the_North.dds
  1716 | Port_Palegold                                 | gfx//interface//ideas_EU4//Port_Palegold.dds
  1720 | A_Groveman_Rights                             | gfx//interface//ideas_EU4//A_Groveman_Rights.dds
  1724 | Harpy_Verses                                  | gfx//interface//ideas_EU4//Harpy_Verses.dds
  1728 | Erankar_Defier_Of_Fate                        | gfx//interface//ideas_EU4//Erankar_Defier_Of_Fate.dds
  1732 | The_Conquest_of_Laskaris                      | gfx//interface//ideas_EU4//The_Conquest_of_Laskaris.dds
  1736 | The_Fateweaver                                | gfx//interface//ideas_EU4//The_Fateweaver.dds
  1740 | People_of_the_Peaks                           | gfx//interface//ideas_EU4//People_of_the_Peaks.dds
  1744 | Glittering_Gold_Green_with_Envy               | gfx//interface//ideas_EU4//Glittering_Gold_Green_with_Envy.dds
  1748 | precursor_relics                              | gfx//interface//ideas_EU4//precursor_relics.dds
  1752 | Where_the_Desert_Blooms                       | gfx//interface//ideas_EU4//Where_the_Desert_Blooms.dds
  1756 | Nirakhet_Weeps                                | gfx//interface//ideas_EU4//Nirakhet_Weeps.dds
  1760 | Stream_of_the_Endioka                         | gfx//interface//ideas_EU4//Stream_of_the_Endioka.dds
  1764 | Merchant_Queendoms                            | gfx//interface//ideas_EU4//Merchant_Queendoms.dds
  1768 | The_Shining_Shields                           | gfx//interface//ideas_EU4//The_Shining_Shields.dds
  1772 | Vanquishers_of_the_Third_Xhaz                 | gfx//interface//ideas_EU4//Vanquishers_of_the_Third_Xhaz.dds
  1776 | Carriers_of_the_Red_Flame                     | gfx//interface//ideas_EU4//Carriers_of_the_Red_Flame.dds
  1780 | Suncrown_Patronage                            | gfx//interface//ideas_EU4//Suncrown_Patronage.dds
  1784 | Way_of_the_Suncrown                           | gfx//interface//ideas_EU4//Way_of_the_Suncrown.dds
  1788 | Heirs_to_the_Three_Kingndoms                  | gfx//interface//ideas_EU4//Heirs_to_the_Three_Kingndoms.dds
  1792 | Singing_Axes                                  | gfx//interface//ideas_EU4//Singing_Axes.dds
  1796 | Brasur_Bolundurs                              | gfx//interface//ideas_EU4//Brasur_Bolundurs.dds
  1800 | Moskaran                                      | gfx//interface//ideas_EU4//Moskaran.dds
  1804 | Hosts_Unceasing                               | gfx//interface//ideas_EU4//Hosts_Unceasing.dds
  1808 | Masters_of_Kattyam                            | gfx//interface//ideas_EU4//Masters_of_Kattyam.dds
  1812 | The_Buried_Ulmisbar                           | gfx//interface//ideas_EU4//The_Buried_Ulmisbar.dds
  1816 | Keeping_up_Appearances                        | gfx//interface//ideas_EU4//Keeping_up_Appearances.dds
  1820 | Prisoners_of_Azkabar                          | gfx//interface//ideas_EU4//Prisoners_of_Azkabar.dds
  1824 | The_Magi_Tribe                                | gfx//interface//ideas_EU4//The_Magi_Tribe.dds
  1828 | Szal_Mehran_Route                             | gfx//interface//ideas_EU4//Szal_Mehran_Route.dds
  1832 | The_Bulwar_Accord                             | gfx//interface//ideas_EU4//The_Bulwar_Accord.dds
  1836 | The_Kumarkandi_Draft_Horse                    | gfx//interface//ideas_EU4//The_Kumarkandi_Draft_Horse.dds
  1840 | The_Noble_Stripe_Built_The_City               | gfx//interface//ideas_EU4//The_Noble_Stripe_Built_The_City.dds
  1844 | The_Bhuvauri_Revolt                           | gfx//interface//ideas_EU4//The_Bhuvauri_Revolt.dds
  1848 | Artists_of_Amtarim                            | gfx//interface//ideas_EU4//Artists_of_Amtarim.dds
  1852 | Painted_Tusk_Scrimshaw                        | gfx//interface//ideas_EU4//Painted_Tusk_Scrimshaw.dds
  1856 | Home_of_the_Imperial_Fleet                    | gfx//interface//ideas_EU4//Home_of_the_Imperial_Fleet.dds
  1860 | Throatport_Cutthroats                         | gfx//interface//ideas_EU4//Throatport_Cutthroats.dds
  1864 | The_Yellow_Cat_Disc                           | gfx//interface//ideas_EU4//The_Yellow_Cat_Disc.dds
  1868 | The_Sarhaly_Slave_Trade                       | gfx//interface//ideas_EU4//The_Sarhaly_Slave_Trade.dds
  1872 | The_Divine_Herald_Tribe                       | gfx//interface//ideas_EU4//The_Divine_Herald_Tribe.dds
  1876 | Varghunda                                     | gfx//interface//ideas_EU4//Varghunda.dds
  1880 | Horned_Bulls                                  | gfx//interface//ideas_EU4//Horned_Bulls.dds
  1884 | The_Exiled_Shadowmancers                      | gfx//interface//ideas_EU4//The_Exiled_Shadowmancers.dds
  1888 | The_Iron_Road                                 | gfx//interface//ideas_EU4//The_Iron_Road.dds
  1892 | the_warforges_of_the_Command                  | gfx//interface//ideas_EU4//the_warforges_of_the_Command.dds
  1896 | Fish_Frozen_yet_Fresh                         | gfx//interface//ideas_EU4//Fish_Frozen_yet_Fresh.dds
  1900 | Mammoths_in_Dalr                              | gfx//interface//ideas_EU4//Mammoths_in_Dalr.dds
  1904 | Shroom_Sniffers                               | gfx//interface//ideas_EU4//Shroom_Sniffers.dds
  1908 | The_Tearful                                   | gfx//interface//ideas_EU4//The_Tearful.dds
  1912 | Dacho_Shephards                               | gfx//interface//ideas_EU4//Dacho_Shephards.dds
  1916 | Ten_Thousand_Ton_Goddess                      | gfx//interface//ideas_EU4//Ten_Thousand_Ton_Goddess.dds
  1920 | Ford_Skalds                                   | gfx//interface//ideas_EU4//Ford_Skalds.dds
  1924 | The_Legend_of_the_World_Serpent               | gfx//interface//ideas_EU4//The_Legend_of_the_World_Serpent.dds
  1928 | Napesfleet                                    | gfx//interface//ideas_EU4//Napesfleet.dds
  1932 | The_Sun_Talismans                             | gfx//interface//ideas_EU4//The_Sun_Talismans.dds
  1936 | Amber_Road_Traders                            | gfx//interface//ideas_EU4//Amber_Road_Traders.dds
  1940 | Eternally_Unbroken                            | gfx//interface//ideas_EU4//Eternally_Unbroken.dds
  1944 | Serpentbloom                                  | gfx//interface//ideas_EU4//Serpentbloom.dds
  1948 | The_Centaur_textile_industry                  | gfx//interface//ideas_EU4//The_Centaur_textile_industry.dds
  1952 | Paranormal_Puppetry                           | gfx//interface//ideas_EU4//Paranormal_Puppetry.dds
  1956 | Paying_for_the_Dame_necklace                  | gfx//interface//ideas_EU4//Paying_for_the_Dame_necklace.dds
  1960 | The_Drowned_Ones                              | gfx//interface//ideas_EU4//The_Drowned_Ones.dds
  1964 | The_Founding_of_Trollshaunt                   | gfx//interface//ideas_EU4//The_Founding_of_Trollshaunt.dds
  1968 | The_Kraken_Kiss                               | gfx//interface//ideas_EU4//The_Kraken_Kiss.dds
  1972 | Haunted_Hulls                                 | gfx//interface//ideas_EU4//Haunted_Hulls.dds
  1976 | Dance_of_Invazax                              | gfx//interface//ideas_EU4//Dance_of_Invazax.dds
  1980 | Path_of_the_Woodcutter                        | gfx//interface//ideas_EU4//Path_of_the_Woodcutter.dds
  1984 | Way_of_the_Golden_Core                        | gfx//interface//ideas_EU4//Way_of_the_Golden_Core.dds
  1988 | Spirit_Pact                                   | gfx//interface//ideas_EU4//Spirit_Pact.dds
  1992 | The_Paramount_Spring_under_Heaven             | gfx//interface//ideas_EU4//The_Paramount_Spring_under_Heaven.dds
  1996 | Way_of_the_Heavenly_Armor                     | gfx//interface//ideas_EU4//Way_of_the_Heavenly_Armor.dds
  2000 | Mercenary_Origins                             | gfx//interface//ideas_EU4//Mercenary_Origins.dds
  2004 | The_Copper_Pass_Exchange                      | gfx//interface//ideas_EU4//The_Copper_Pass_Exchange.dds
  2008 | The_Iron_Chain                                | gfx//interface//ideas_EU4//The_Iron_Chain.dds
  2012 | Clockwork_Repeaters                           | gfx//interface//ideas_EU4//Clockwork_Repeaters.dds
  2016 | Despots_of_Gold                               | gfx//interface//ideas_EU4//Despots_of_Gold.dds
  2020 | The_Bronze_Dragon_Returns                     | gfx//interface//ideas_EU4//The_Bronze_Dragon_Returns.dds
  2024 | Heart_of_the_Empire                           | gfx//interface//ideas_EU4//Heart_of_the_Empire.dds
  2028 | City_Watch                                    | gfx//interface//ideas_EU4//City_Watch.dds
  2032 | Healing_Wings                                 | gfx//interface//ideas_EU4//Healing_Wings.dds
  2036 | Forges_of_the_Skies                           | gfx//interface//ideas_EU4//Forges_of_the_Skies.dds
  2040 | New_Songs_Old_Songs                           | gfx//interface//ideas_EU4//New_Songs_Old_Songs.dds
  2044 | Silver_and_Bronze                             | gfx//interface//ideas_EU4//Silver_and_Bronze.dds
  2048 | Legacy_of_Ketayanhe                           | gfx//interface//ideas_EU4//Legacy_of_Ketayanhe.dds
  2052 | First_Port_of_the_Yan                         | gfx//interface//ideas_EU4//First_Port_of_the_Yan.dds
  2056 | A_Man_in_Every_Market                         | gfx//interface//ideas_EU4//A_Man_in_Every_Market.dds
  2060 | The_Bellow_of_Bellows_and_Bending_of_Iron     | gfx//interface//ideas_EU4//The_Bellow_of_Bellows_and_Bending_of_Iron.dds
  2064 | Granaries_of_the_Hills                        | gfx//interface//ideas_EU4//Granaries_of_the_Hills.dds
  2068 | Jaddari_Textiles                              | gfx//interface//ideas_EU4//Jaddari_Textiles.dds
  2072 | Burning_of_the_Phoenix                        | gfx//interface//ideas_EU4//Burning_of_the_Phoenix.dds
  2076 | Violet_Sabers                                 | gfx//interface//ideas_EU4//Violet_Sabers.dds
  2080 | The_Luxurious_Xiaken                          | gfx//interface//ideas_EU4//The_Luxurious_Xiaken.dds
  2084 | The_Way_of_Silk                               | gfx//interface//ideas_EU4//The_Way_of_Silk.dds
  2088 | Yaorenjun                                     | gfx//interface//ideas_EU4//Yaorenjun.dds
  2092 | Heart_of_the_Lefthand                         | gfx//interface//ideas_EU4//Heart_of_the_Lefthand.dds
  2096 | The_Gold_and_the_Violet                       | gfx//interface//ideas_EU4//The_Gold_and_the_Violet.dds
  2100 | Rot_in_the_Arteries                           | gfx//interface//ideas_EU4//Rot_in_the_Arteries.dds
  2104 | Plunderers_of_the_Temples                     | gfx//interface//ideas_EU4//Plunderers_of_the_Temples.dds
  2108 | Gate_to_the_World                             | gfx//interface//ideas_EU4//Gate_to_the_World.dds
  2112 | Shamakhadi_Fabrics                            | gfx//interface//ideas_EU4//Shamakhadi_Fabrics.dds
  2116 | Graceful_Enlightened_Fierce                   | gfx//interface//ideas_EU4//Graceful_Enlightened_Fierce.dds
  2120 | Revival_of_the_Northern_Age                   | gfx//interface//ideas_EU4//Revival_of_the_Northern_Age.dds
  2124 | Rambunctious_Sir                              | gfx//interface//ideas_EU4//Rambunctious_Sir.dds
  2128 | The_Great_River_Lakdalr                       | gfx//interface//ideas_EU4//The_Great_River_Lakdalr.dds
  2132 | Way_of_the_Drunken_Fist                       | gfx//interface//ideas_EU4//Way_of_the_Drunken_Fist.dds
  2136 | Righteous_War_Against_Evil                    | gfx//interface//ideas_EU4//Righteous_War_Against_Evil.dds
  2140 | Langzi_Disciples                              | gfx//interface//ideas_EU4//Langzi_Disciples.dds
  2144 | The_Amber_Phoenix                             | gfx//interface//ideas_EU4//The_Amber_Phoenix.dds
  2148 | Dayingsi                                      | gfx//interface//ideas_EU4//Dayingsi.dds
  2152 | Precious_Cloth_of_Szicheng                    | gfx//interface//ideas_EU4//Precious_Cloth_of_Szicheng.dds
  2156 | Archives_of_Enuuk                             | gfx//interface//ideas_EU4//Archives_of_Enuuk.dds
  2160 | The_Age_of_the_Hierarch                       | gfx//interface//ideas_EU4//The_Age_of_the_Hierarch.dds
  2164 | Sharks_Seeking_Seafood                        | gfx//interface//ideas_EU4//Sharks_Seeking_Seafood.dds
  2168 | Order_of_High_Lady                            | gfx//interface//ideas_EU4//Order_of_High_Lady.dds
  2172 | Damestear                                     | gfx//interface//ideas_EU4//Damestear.dds
  2176 | Saloren_Blue                                  | gfx//interface//ideas_EU4//Saloren_Blue.dds
  2180 | Dragon_Slayer_Will_Become_A_Dragon            | gfx//interface//ideas_EU4//Dragon_Slayer_Will_Become_A_Dragon.dds
  2184 | Sands_of_Ek_elas                              | gfx//interface//ideas_EU4//Sands_of_Ek_elas.dds
  2188 | Poisonous_Petals                              | gfx//interface//ideas_EU4//Poisonous_Petals.dds
  2192 | Leaf_to_Gold                                  | gfx//interface//ideas_EU4//Leaf_to_Gold.dds
  2196 | Flower_and_Fey                                | gfx//interface//ideas_EU4//Flower_and_Fey.dds
  2200 | Blackstone_Architecture                       | gfx//interface//ideas_EU4//Blackstone_Architecture.dds
  2204 | North_and_South                               | gfx//interface//ideas_EU4//North_and_South.dds
  2208 | Ogre_Swamp                                    | gfx//interface//ideas_EU4//Ogre_Swamp.dds
  2212 | Kranmas_the_Chained                           | gfx//interface//ideas_EU4//Kranmas_the_Chained.dds
  2216 | Adeanic_Emperors                              | gfx//interface//ideas_EU4//Adeanic_Emperors.dds
  2220 | Ol_Tellum                                     | gfx//interface//ideas_EU4//Ol_Tellum.dds
  2224 | The_Fuschia_Commons                           | gfx//interface//ideas_EU4//The_Fuschia_Commons.dds
  2228 | The_Carmine_Court                             | gfx//interface//ideas_EU4//The_Carmine_Court.dds
  2232 | Sommeliers_of_Dameria                         | gfx//interface//ideas_EU4//Sommeliers_of_Dameria.dds
  2236 | Chimney_Cheer                                 | gfx//interface//ideas_EU4//Chimney_Cheer.dds
  2240 | Bald_Heads_Glistening_in_the_Sun              | gfx//interface//ideas_EU4//Bald_Heads_Glistening_in_the_Sun.dds
  2244 | Reconstitute_Reconstruct_Repatriate           | gfx//interface//ideas_EU4//Reconstitute_Reconstruct_Repatriate.dds
  2248 | Singers_of_the_Tarabi                         | gfx//interface//ideas_EU4//Singers_of_the_Tarabi.dds
  2252 | Waste_Not_Want_Knott                          | gfx//interface//ideas_EU4//Waste_Not_Want_Knott.dds
  2256 | Hulong_Incendiary_Scrolls                     | gfx//interface//ideas_EU4//Hulong_Incendiary_Scrolls.dds
  2260 | Court_of_Mirrors                              | gfx//interface//ideas_EU4//Court_of_Mirrors.dds
  2264 | Gott_the_Kind                                 | gfx//interface//ideas_EU4//Gott_the_Kind.dds
  2268 | Archdruid                                     | gfx//interface//ideas_EU4//Archdruid.dds
  2272 | The_Ghavarmegh_Runestone                      | gfx//interface//ideas_EU4//The_Ghavarmegh_Runestone.dds
  2276 | Jotunn_Palace                                 | gfx//interface//ideas_EU4//Jotunn_Palace.dds
  2280 | They_Ate_What                                 | gfx//interface//ideas_EU4//They_Ate_What.dds
  2284 | Tapesty_Guild                                 | gfx//interface//ideas_EU4//Tapesty_Guild.dds
  2288 | Legacy_of_the_Wyvern_Riders                   | gfx//interface//ideas_EU4//Legacy_of_the_Wyvern_Riders.dds
  2292 | The_Red_Brass_guns                            | gfx//interface//ideas_EU4//The_Red_Brass_guns.dds
  2296 | Hasahu_the_Serpent_king                       | gfx//interface//ideas_EU4//Hasahu_the_Serpent_king.dds
  2300 | Fear_the_Lapis_Eye                            | gfx//interface//ideas_EU4//Fear_the_Lapis_Eye.dds
  2304 | The_Serpent_domain                            | gfx//interface//ideas_EU4//The_Serpent_domain.dds
  2308 | Pursue_The_Suns_Light                         | gfx//interface//ideas_EU4//Pursue_The_Suns_Light.dds
  2312 | Spinstresses_Societies                        | gfx//interface//ideas_EU4//Spinstresses_Societies.dds
  2316 | Wool_of_All_Weathers                          | gfx//interface//ideas_EU4//Wool_of_All_Weathers.dds
  2320 | Lords_of_the_Wexkeep                          | gfx//interface//ideas_EU4//Lords_of_the_Wexkeep.dds
  2324 | Wex_Must_Rule                                 | gfx//interface//ideas_EU4//Wex_Must_Rule.dds
  2328 | The_Court_of_the_Grand_Duke                   | gfx//interface//ideas_EU4//The_Court_of_the_Grand_Duke.dds
  2332 | The_Wiranden_Mining_Society                   | gfx//interface//ideas_EU4//The_Wiranden_Mining_Society.dds
  2336 | Wild_Magic                                    | gfx//interface//ideas_EU4//Wild_Magic.dds
  2340 | Udras_Tale                                    | gfx//interface//ideas_EU4//Udras_Tale.dds
  2344 | The_Push                                      | gfx//interface//ideas_EU4//The_Push.dds
  2348 | Spiritual_Insights                            | gfx//interface//ideas_EU4//Spiritual_Insights.dds
  2352 | The_Mirror_of_Nothingness                     | gfx//interface//ideas_EU4//The_Mirror_of_Nothingness.dds
  2356 | Order_of_the_Golden_Mask                      | gfx//interface//ideas_EU4//Order_of_the_Golden_Mask.dds
  2360 | Weaving_the_Wastes                            | gfx//interface//ideas_EU4//Weaving_the_Wastes.dds
  2364 | The_Buried_Monasteries                        | gfx//interface//ideas_EU4//The_Buried_Monasteries.dds
  2368 | Femezhkanz                                    | gfx//interface//ideas_EU4//Femezhkanz.dds
  2372 | Lost_in_the_Valley                            | gfx//interface//ideas_EU4//Lost_in_the_Valley.dds
  2376 | The_Devandi_Drift                             | gfx//interface//ideas_EU4//The_Devandi_Drift.dds
  2380 | Bending_the_World                             | gfx//interface//ideas_EU4//Bending_the_World.dds
  2384 | Modernizing_Steel                             | gfx//interface//ideas_EU4//Modernizing_Steel.dds
  2388 | Connected_By_Love                             | gfx//interface//ideas_EU4//Connected_By_Love.dds
  2392 | Honourbound_Weapons                           | gfx//interface//ideas_EU4//Honourbound_Weapons.dds
  2396 | Lupulan_terraces                              | gfx//interface//ideas_EU4//Lupulan_terraces.dds
  2400 | Treeshaker_Shamans                            | gfx//interface//ideas_EU4//Treeshaker_Shamans.dds
  2404 | Battleaxe_Breakers                            | gfx//interface//ideas_EU4//Battleaxe_Breakers.dds
  2408 | Ancient_Labs                                  | gfx//interface//ideas_EU4//Ancient_Labs.dds
  2412 | The_Conclave_Hall_of_Ghevzenba                | gfx//interface//ideas_EU4//The_Conclave_Hall_of_Ghevzenba.dds
  2416 | Fourth_Power_of_Antiquity                     | gfx//interface//ideas_EU4//Fourth_Power_of_Antiquity.dds
  2420 | Harmonious_Artifice                           | gfx//interface//ideas_EU4//Harmonious_Artifice.dds
  2424 | Otherland_Pioneers                            | gfx//interface//ideas_EU4//Otherland_Pioneers.dds
  2428 | Replicator_Paste                              | gfx//interface//ideas_EU4//Replicator_Paste.dds
  2432 | Rk_amurn                                      | gfx//interface//ideas_EU4//Rk_amurn.dds
  2436 | The_Journey_of_Smiths                         | gfx//interface//ideas_EU4//The_Journey_of_Smiths.dds
  2440 | Artifacts_of_Old_Parraj                       | gfx//interface//ideas_EU4//Artifacts_of_Old_Parraj.dds
